"film_id","year","length","budget","votes","genre","rating"
47034,1961,132,10.8,60,"Action",2.9
23251,1977,84,15.9,27,"Action",8.1
50348,1984,100,13.7,665,"Drama",3.4
47767,2002,301,10.2,16,"Action",5.6
4272,1986,109,6.6,378,"Action",3.6
26606,2001,98,12,1937,"Comedy",4.7
36392,1988,NA,11.9,6,"Documentary",8.3
34590,1994,96,11,433,"Action",4
51370,1955,117,13.3,101,"Drama",5
22275,1991,88,16.5,50,"Drama",4.9
924,1989,89,15.1,21,"Action",8
27379,1989,96,11.4,5,"Drama",4.2
18473,1974,33,10.5,6,"Short",8.3
50287,1987,78,15.2,27,"Action",8.2
32642,1985,94,12.5,26,"Action",4.2
17341,1994,97,15.1,411,"Animation",3.2
46268,1996,4,4.1,5,"Documentary",8.3
26991,2000,146,9.6,44,"Action",5.5
52911,1971,97,10.7,49,"Action",5.6
20883,1949,6,13.8,90,"Animation",7.9
7153,1954,87,8.3,44,"Action",3.8
2864,1997,23,12.8,33,"Comedy",7.7
41601,1971,95,14,219,"Action",5.3
48183,1975,105,14.7,19,"Drama",4.3
6079,1952,11,12.4,13,"Short",7.7
25356,1960,128,11.7,3666,"Drama",3.1
19842,1993,100,15.9,82,"Comedy",8.4
40539,2002,98,11.4,11,"Drama",5
36801,2004,NA,12.2,1020,"Action",4
37966,1954,61,17.6,5,"Drama",3.7
6590,1992,102,5.9,4317,"Comedy",6.1
55537,2004,139,13.9,54,"Action",4
47415,2004,89,12,733,"Comedy",7.5
53217,1993,91,12.5,11,"Drama",4.3
50502,1980,86,10.7,193,"Drama",4.3
21884,2000,93,16.4,18,"Comedy",8.1
46938,1998,99,11.4,102,"Action",4.5
10549,1995,93,10.8,67,"Action",3.9
12914,1995,98,11.5,173,"Drama",3.1
18312,1997,90,9.6,5102,"Comedy",4.7
50359,1961,74,11.6,6,"Comedy",8.5
8183,1990,88,12.5,5,"Comedy",7.9
8354,1997,100,13.7,16,"Action",3.7
590,1980,90,6.2,5,"Action",4
31047,1990,NA,8.4,10,"Comedy",4.1
19398,1999,108,10.6,94,"Action",4.4
3788,2001,122,8.9,22,"Documentary",3
42583,2001,82,13.7,512,"Animation",1.5
4875,2003,10,12.1,7,"Short",8.4
10089,2003,83,11.5,77,"Animation",2.9
37214,2000,109,8.8,5825,"Comedy",3.5
45623,1963,90,12.5,14,"Action",3.1
46642,1992,82,10.2,7,"Comedy",8.4
8811,1978,88,11.7,186,"Comedy",4.4
46556,1996,82,10.6,28,"Action",5.1
15659,1966,85,8,7,"Drama",4.3
48815,1958,89,10.6,9,"Drama",5.1
36525,1997,128,11.1,1159,"Drama",4.7
13171,1989,60,13.6,8,"Documentary",8.5
50204,1994,141,7.7,20,"Drama",3.2
5926,1940,70,13.5,112,"Drama",4.1
4713,1974,93,14,245,"Action",7.7
48963,1988,94,16.9,182,"Action",7.6
32567,1999,94,13.6,36,"Drama",1.7
7157,1948,82,9.7,303,"Drama",3.8
54337,1961,18,16.3,89,"Romance",7.9
46143,1973,112,17,475,"Action",4.1
35805,1945,59,12,7,"Action",2.8
17635,1979,110,13,15,"Comedy",8.6
10464,1998,101,9,44,"Drama",2.8
29738,1959,100,13.1,96,"Drama",3.4
3785,1988,90,10.7,10,"Documentary",7.6
39925,2002,150,12.3,30467,"Drama",2.4
8052,1953,101,13.2,252,"Romance",4.1
4502,1989,121,13.5,110,"Drama",5.3
54830,1942,78,9,33,"Action",4.5
36219,1947,108,7.7,70,"Drama",4.4
4116,1982,100,10.7,278,"Action",8.8
18074,1962,101,5.9,137,"Comedy",5
40670,1994,14,9.7,9,"Short",8.3
8975,1940,77,10.1,75,"Drama",3.6
29163,1932,231,14.6,27,"Action",5
33631,1960,90,14.2,186,"Comedy",8.4
37413,1953,7,10.9,26,"Animation",7.7
55700,2004,96,14.3,29,"Comedy",8.3
4030,1992,88,10.9,119,"Action",5.3
42789,1996,26,13.2,8,"Short",8.1
13116,1995,98,11.6,118,"Action",4.7
44856,2002,100,14.8,223,"Drama",3.3
14927,1957,92,6.9,29,"Drama",3.3
47374,1982,80,16.2,94,"Action",7.7
53862,2002,101,16.9,15010,"Comedy",4.6
22722,1943,73,17.8,47,"Comedy",8
29165,1992,117,17.4,15293,"Drama",2
24980,1944,91,17.2,8,"Comedy",4.9
34061,1990,90,15.8,6,"Action",2.8
6933,1958,69,15.4,6,"Action",7.8
17630,1941,45,15.8,10,"Comedy",4.2
1853,1990,101,10.4,49,"Drama",4.5
29582,1957,1,13,14,"Animation",7.6
2126,1991,98,4.1,174,"Documentary",4.7
7289,1988,91,12.8,14,"Animation",3.7
31344,2001,NA,12.9,17,"Drama",4.8
44488,1996,82,8.8,29,"Drama",3.8
4867,1987,84,14.2,18,"Comedy",8.5
32969,1956,90,9.1,7,"Action",3.8
15451,1978,94,11.9,15,"Action",5.8
50121,1931,76,10.1,118,"Drama",3.2
56954,1934,75,17.7,5,"Drama",4.5
46744,1931,74,18.6,56,"Comedy",7.3
19439,1969,95,8,40,"Action",3.8
44534,1973,18,12.9,72,"Short",7.9
56369,2000,22,11.4,8,"Drama",7.5
27338,1934,64,10,27,"Comedy",7.6
20281,2000,10,13.1,6,"Short",8.1
48919,1935,90,11.1,89,"Comedy",3.5
29450,1951,7,10.2,22,"Animation",8.6
346,2003,22,9.2,11,"Short",8.2
40781,1942,7,9.7,13,"Animation",8.3
14070,1951,101,13.4,171,"Action",3.3
51660,1972,69,13.2,90,"Action",3.6
14184,1997,104,9.5,25,"Comedy",4.8
4939,1994,138,19.5,17,"Drama",4.1
42747,1994,89,10.3,19,"Action",4
37035,1980,88,12.1,127,"Action",2.9
8597,1953,94,9.5,282,"Comedy",4.6
4865,1985,82,11.5,161,"Comedy",7.7
49753,1977,84,6.4,8,"Action",4.8
33962,1982,95,9.9,12,"Drama",5
7404,1935,75,7.6,4734,"Drama",3.1
31604,1962,80,8.5,228,"Drama",5
2907,2002,105,12.4,97,"Comedy",3.7
50442,1984,NA,10.7,40,"Animation",3.1
29700,1986,90,13.1,9,"Comedy",3.8
49782,2004,82,11.9,5,"Action",4.9
28423,1989,107,12.1,41,"Drama",4.5
50810,2000,95,12.1,31,"Drama",1.8
25401,1995,88,11.4,134,"Action",3.8
26426,1960,95,14.4,29,"Drama",5.1
47088,1994,102,16.3,79,"Drama",4.1
20932,1983,130,13,2217,"Drama",5.4
48671,1985,105,10.7,21,"Action",2.5
54773,1929,65,9.1,23,"Comedy",3.7
3027,1959,90,10.9,16,"Documentary",7.8
37076,1929,120,8.7,34,"Drama",4.2
19308,2003,85,9.1,95,"Comedy",2.9
23566,1996,64,14.1,8,"Comedy",8.2
36898,2000,78,12.4,55,"Comedy",4
4360,1969,105,12.8,24,"Drama",5.7
47164,1996,90,12.7,44,"Documentary",7.5
2529,1954,76,10.5,12,"Comedy",8
39295,1957,87,11.7,14391,"Drama",3.1
56647,1993,17,7.2,13,"Short",7.9
23533,1994,90,12.6,7,"Action",4.2
17298,1991,25,15.5,46,"Animation",8.4
875,1968,65,5.5,24,"Drama",3.7
49341,1934,59,9.1,16,"Drama",4.3
50245,1977,90,13.4,10,"Romance",4.4
125,2001,88,14.8,94,"Comedy",7.9
47812,1986,55,7.2,17,"Action",5
11217,1909,14,12.8,115,"Drama",7.6
55583,1982,90,13,41,"Comedy",8.3
5314,1983,85,10.4,5,"Action",3.5
42114,2000,55,13.5,7,"Drama",3
16953,1999,80,9.7,29,"Action",4.7
47688,2001,93,14.6,69,"Action",8.4
18190,2003,85,18,136,"Action",7.9
49151,1999,103,16.3,14062,"Drama",3
56761,1956,100,16.1,413,"Drama",3.6
44574,1991,94,12.8,21,"Action",5.2
55838,1982,92,5.9,23,"Comedy",4.9
54048,1987,103,8,56,"Drama",5.1
47832,1999,90,15.1,77,"Comedy",8.4
9402,1999,104,14.5,47,"Comedy",7.7
18115,1992,84,14.4,9,"Action",3.7
53295,1995,187,10.8,32,"Action",5.5
55015,1950,83,10.6,8,"Drama",3.4
26731,2000,88,14.1,6,"Drama",4.7
28873,1939,8,16.2,7,"Animation",7.7
55180,2002,13,11.4,28,"Animation",2.9
404,1935,86,14,7931,"Drama",3.6
25541,2002,116,17,2495,"Comedy",8.1
26167,1978,NA,11.5,6,"Action",3.1
7165,1996,81,11.1,125,"Comedy",7.3
46522,1998,83,11.2,25,"Comedy",5
34901,1991,110,12,49,"Drama",3.3
4422,1999,1,10.4,7,"Animation",5
8242,1947,60,20.2,8,"Action",8.3
47436,1951,6,8.5,28,"Animation",8.5
54072,1953,108,13,70,"Drama",4.6
3371,1956,67,14.7,8,"Drama",3.4
3125,2003,NA,8.4,43,"Drama",3.4
47018,1934,60,12.4,5,"Drama",4.9
12276,1982,91,17.3,5,"Comedy",7.7
15245,1993,5,9,6,"Documentary",8.5
11073,2000,126,15,7023,"Drama",3.2
12856,1972,93,8.9,26,"Comedy",4.3
29586,1950,112,17.3,74,"Comedy",3.7
35400,2004,99,14.5,279,"Drama",3.5
12841,1977,76,14.1,18,"Action",4.2
2700,1983,133,8.6,26,"Drama",4.5
26341,2003,9,8.2,8,"Comedy",7.7
20600,1934,11,8.4,22,"Comedy",7.8
5680,1992,85,9,93,"Comedy",3.9
20551,1989,NA,11.9,1252,"Comedy",7.4
9067,1976,105,12.1,22,"Comedy",8.1
18550,1995,66,12.4,6,"Documentary",8.1
40911,1994,92,12.9,76,"Drama",5.2
54526,1956,94,11.7,11,"Drama",3.2
36158,1936,87,12.5,32,"Drama",4.1
38444,1947,17,13.1,62,"Comedy",8.1
52856,2002,90,14.8,80,"Drama",4.8
21277,1961,88,15,34,"Drama",3.8
18901,1929,95,14.1,131,"Action",6
46906,1931,6,10.6,12,"Animation",4
1662,1977,80,10.3,61,"Action",3.5
41514,1968,79,16.8,5,"Drama",5.1
5984,1977,95,11.3,10,"Drama",4.3
47818,1985,86,9.4,16,"Action",5
31709,1941,79,12.7,34,"Comedy",3.5
47873,2004,35,12.3,34,"Documentary",7.1
12574,1938,7,9.3,17,"Animation",8.2
39212,1982,110,13.1,112,"Drama",4.1
27362,1937,86,12.3,10,"Comedy",7.8
49712,1960,89,15.4,54,"Drama",3
53278,1989,173,15.4,32,"Action",3.8
405,1959,93,13.1,223,"Drama",3.8
55900,1985,90,12,32,"Action",4.5
20547,1990,169,15.4,22385,"Drama",4.2
47096,2002,110,11.5,21,"Drama",6.2
37956,1939,79,6.8,7,"Drama",4.4
39223,2002,16,14.2,6,"Drama",7.8
41758,1981,105,13,193,"Action",3.5
15420,1927,90,10.2,6,"Drama",3.6
25723,1944,90,16.4,31,"Action",7.7
28411,2000,84,10.8,428,"Action",4.5
55960,1956,89,7.8,58,"Action",3.7
36189,1958,95,19.8,62,"Comedy",7.9
20279,1995,89,12.8,60,"Drama",3.3
49069,1991,92,11.5,131,"Action",4.2
33285,1969,125,3.5,14,"Drama",3.8
3277,2002,8,14.7,7,"Short",8.3
8508,1998,104,12.7,16,"Comedy",2.7
28279,1953,95,14.8,8,"Drama",4.9
7294,1994,92,15.5,14,"Drama",3.5
1227,1989,89,12.6,16,"Drama",4.7
38613,1983,65,10.9,5,"Animation",3.8
3331,1973,83,16.2,11,"Drama",3.4
55947,2004,104,14.9,533,"Drama",5.2
56862,1923,143,12.4,17,"Drama",3.7
33202,1923,110,12.1,29,"Drama",3.3
30331,1997,93,16.9,196,"Action",3
33053,1976,278,7.8,28,"Documentary",3
9769,1972,100,10.2,88,"Drama",3.8
2122,2001,100,11.4,291,"Comedy",3.2
1941,1963,119,12.7,125,"Drama",4.9
25621,1996,91,12,109,"Action",5.3
51639,1979,95,15,50,"Comedy",7.7
38702,1972,90,8.6,82,"Action",4
6350,2002,110,12,5965,"Drama",2.9
52920,1952,79,9.6,7,"Comedy",8.6
13366,2004,94,13.3,58,"Documentary",8.7
31952,1939,60,9.9,12,"Drama",5.3
16133,1980,90,15.8,8,"Comedy",7.7
46094,1994,12,11.8,6,"Animation",4.8
43739,1990,93,9,57,"Drama",5.5
20410,1996,96,11.8,61,"Drama",3.2
2084,2002,132,6.6,1747,"Drama",3.9
49157,1997,109,11.9,659,"Comedy",2
29791,1973,93,8.6,18,"Comedy",3.3
55394,1994,137,17.6,75,"Drama",4.1
15373,1949,8,7.4,19,"Animation",7.4
17727,1940,142,4.4,48,"Comedy",4.2
38158,2004,96,12.4,8,"Comedy",8.6
19768,1967,92,12.9,15,"Drama",3.4
55183,2000,11,11.2,6,"Short",8.4
52648,2000,70,10.9,34,"Comedy",8
32822,2001,107,17.6,678,"Drama",3.8
52871,1955,120,12,12,"Action",5.3
16027,1989,119,15.3,462,"Drama",5.9
39139,1987,83,12.4,12,"Comedy",8.2
32374,1955,105,15.6,33,"Drama",2.4
36206,1995,NA,13.8,104,"Comedy",4.2
27189,2002,129,11.6,25,"Drama",4.7
32708,2003,138,17.3,57225,"Action",8.1
56783,1947,98,8.9,8,"Drama",5.4
17392,1967,108,11.8,3452,"Comedy",8.2
14247,1954,92,9.9,195,"Comedy",7.8
13952,1948,120,15.4,35,"Drama",3.3
15741,1996,105,11.6,15,"Drama",4.1
31241,1956,122,10.9,992,"Drama",3.4
19235,2000,98,18.3,63,"Drama",5.2
50724,1963,88,10,96,"Comedy",8.5
17808,1995,85,11.1,26,"Action",2.5
23313,1969,NA,12,12,"Comedy",7.9
34993,1978,189,14.3,97,"Romance",4.6
18680,1975,7,15.2,5,"Animation",8.4
28084,2003,NA,15.1,91,"Drama",3
35955,1973,98,11.9,94,"Action",4.7
32425,1988,40,11.7,20,"Short",7.7
34186,1963,100,10.3,7,"Documentary",7.5
26277,1953,NA,6.3,37,"Drama",5.2
5024,1991,238,10.6,90,"Action",4.5
49471,1971,113,7.3,4755,"Drama",5.7
40420,1976,85,7.3,28,"Action",4.9
1392,1933,67,11.6,10,"Drama",3.3
2403,1997,94,15,4896,"Animation",3.6
47713,1974,80,6.3,16,"Action",2.7
23567,1970,91,13.8,8,"Drama",4.6
24518,1986,85,13.4,25,"Comedy",8
42501,2003,NA,12,14,"Drama",4
23389,1997,98,3.1,16,"Drama",4.6
14965,1986,82,15.9,36,"Action",8.1
27551,1975,100,15.8,50,"Action",8.2
20233,1932,20,11.4,5,"Comedy",7.2
23287,2004,5,13.4,14,"Drama",7.5
2940,1998,97,12.1,52,"Action",3
25410,1975,121,7.8,159,"Drama",4.4
23438,1937,21,6.7,9,"Comedy",8.5
9774,1977,85,16,91,"Action",8.4
20304,1941,90,14.1,35,"Comedy",5.1
15661,1981,132,16,12,"Action",3.8
53177,1945,128,11.4,1010,"Drama",5
40846,1997,93,12.9,130,"Documentary",8.3
36689,1958,77,13.4,11,"Drama",4.1
57471,1944,6,12.6,16,"Animation",8.3
47627,2000,91,9.8,13,"Comedy",4.2
56107,1971,103,11.5,178,"Comedy",2.9
9468,1966,60,11.7,8,"Action",3.2
45545,1961,NA,16.4,5,"Action",7.6
2790,1994,9,11,6,"Short",8.2
55977,1970,96,18,73,"Drama",4.2
13166,1991,104,12.1,206,"Action",3.3
18739,1928,100,11.2,50,"Drama",3.3
36716,1940,93,11.5,95,"Comedy",4.1
10054,1990,122,10.8,7,"Drama",5.3
41985,1970,78,8.4,23,"Action",3.2
19281,1997,103,15.2,44,"Action",4.8
17104,1960,90,8.2,8,"Action",4.3
7254,1987,105,1.2,13,"Comedy",3.8
53596,2002,160,14.5,34,"Action",3.2
7760,1998,110,17.6,6652,"Comedy",8.3
19141,1999,100,5.9,11,"Documentary",4
38907,1994,97,12.8,182,"Action",4.2
22442,1980,90,10.6,16,"Documentary",8.5
15220,1971,90,8.9,15,"Action",3.4
34751,1971,60,10.3,11,"Comedy",8.2
54645,1963,87,11,15,"Action",4.5
56419,1975,167,16.6,24,"Documentary",8.6
3399,1999,109,9.1,7253,"Action",3.1
26267,1987,91,11.8,5365,"Action",4.1
25147,1949,102,6.9,380,"Action",5
15541,1991,89,7.8,72,"Drama",2.9
57155,1991,104,14.1,13,"Drama",4.5
15749,1972,87,8.3,23,"Comedy",4.2
50072,2002,89,6.6,15,"Drama",5.4
27238,1989,NA,10.2,7,"Action",4.8
46604,1989,96,12.5,5,"Action",3.2
45720,2000,100,11.1,9,"Action",3.4
8216,1936,90,12.4,67,"Comedy",4.4
10259,1979,104,16.3,127,"Action",8
51317,1999,95,13.1,464,"Drama",2.4
32920,1953,87,14.6,22,"Action",4.4
53535,1979,19,10,7,"Comedy",7.7
44607,1978,58,10.3,21,"Action",4.5
36321,1984,85,12.3,6,"Action",3.1
7536,2000,29,10,43,"Drama",7.6
41071,2004,91,16.5,109,"Drama",3.3
35120,1931,11,15,9,"Short",7.5
52975,1931,8,9.4,14,"Animation",7.7
27351,1999,90,13,320,"Action",3.7
45171,1969,83,9.5,10,"Action",1.9
46628,1990,95,14.6,157,"Drama",3.9
33986,1995,NA,10,32,"Action",4.8
53969,1959,94,17.3,91,"Action",7.5
25399,1992,115,15.1,1533,"Comedy",4.8
31807,1968,96,14,6,"Action",3.7
6268,1940,72,12.9,36,"Comedy",7.8
48746,2003,10,13.4,11,"Short",7.5
46377,1932,68,14.3,14,"Drama",3.8
29562,1970,81,11.1,615,"Documentary",8.7
33325,1975,90,6.1,23,"Comedy",0.8
18507,1968,90,17.6,12,"Drama",5.3
40121,1985,75,15.3,13,"Comedy",4
30557,1979,94,12.1,174,"Action",5.1
8036,1904,4,11.6,33,"Drama",8.3
19290,2002,3,12.2,8,"Short",7.8
42363,1996,8,8.9,7,"Short",8.8
933,1952,82,14.4,27,"Comedy",7.6
57417,1999,95,12.2,308,"Action",4.4
55647,1990,120,15.5,221,"Comedy",7.2
41766,1960,81,10,5,"Drama",2.8
55483,2000,98,5.6,902,"Drama",2.8
50061,1994,13,11.4,11,"Short",7.8
24913,2004,NA,12.8,27,"Drama",4
28747,1955,75,9.4,6952,"Animation",3.3
8376,1985,168,15.3,42,"Action",5.4
30825,1939,87,5.3,416,"Comedy",2.7
5586,1989,100,15,1124,"Comedy",2.3
5555,2000,24,6.9,26,"Drama",8.2
31069,1931,85,15.1,5,"Action",4.4
8094,1978,85,19,10,"Comedy",8.5
19174,1939,71,12.3,26,"Action",3.8
37884,1954,90,12.6,50,"Comedy",8.4
31508,1966,90,14.3,94,"Action",3.8
6015,1970,8,5.1,8,"Action",3.6
19967,1964,87,9.4,34,"Comedy",5.5
7151,1960,82,15.4,34,"Action",3.7
41056,1986,8,13.5,64,"Documentary",7.5
57009,2004,60,11.5,6,"Drama",5.4
26711,1978,112,12.2,42,"Action",3.7
3350,1957,85,11.6,23,"Comedy",4.5
7858,1953,7,10.1,175,"Animation",7.6
35825,1966,87,9,90,"Action",5
16140,2003,119,11.8,11,"Action",3.5
47428,1951,7,7.8,12,"Animation",7.8
11533,2003,NA,6.8,5,"Comedy",4.9
52073,1994,NA,10.3,18,"Action",3.4
28574,2002,145,9,11,"Comedy",5
42228,2003,124,16.6,338,"Action",7.8
33341,1965,105,13.5,43,"Comedy",7.5
49264,1943,8,16.8,5,"Documentary",7.9
21158,1968,99,9.5,40,"Comedy",4.4
13621,1952,90,13.2,51,"Drama",5.5
6595,1996,93,14.4,35,"Action",3.1
33295,1948,77,13.2,87,"Comedy",7.9
12209,1964,104,8.3,6,"Drama",3.8
1368,2003,89,10.9,430,"Documentary",8
50556,1935,236,14.7,5,"Action",4.1
28988,2003,12,13.6,32,"Drama",7.9
42732,1950,90,4,42,"Comedy",5
29340,2002,90,14.4,6,"Action",4.5
37872,2001,105,10.5,81,"Drama",2.5
10386,1983,12,13.2,8,"Short",8.5
17424,2003,80,13.4,9,"Action",3.7
10149,1991,100,12.2,12,"Action",5.2
43971,1998,NA,5.7,9,"Action",4.2
24757,1988,93,14.9,129,"Comedy",8.1
47944,2003,4,12.6,6,"Short",8
31406,1990,118,7.1,68,"Comedy",4.3
46918,1969,25,14.2,11,"Short",8.1
49692,1967,99,14.8,8,"Action",4.9
41159,2002,80,11.2,21,"Drama",4
40116,1981,72,11.5,7,"Action",3.8
54553,1946,89,12.7,13,"Comedy",8.5
41565,1977,NA,11.2,20,"Action",7.7
18041,1966,89,13.2,26,"Action",5.3
5616,1949,71,13.1,311,"Drama",5.4
2506,1977,88,8.4,26,"Drama",3
20737,1998,NA,13.7,10,"Action",5.6
19853,1966,110,7.3,19,"Drama",4.6
17700,1933,250,16.8,6,"Action",4.4
10025,2002,6,14.6,702,"Animation",8.2
28586,1977,89,13.1,9,"Comedy",7.4
57921,1985,127,7.9,19,"Action",4.9
38920,1998,117,8.7,8,"Comedy",3.7
29625,1993,83,8.3,34,"Action",3.3
45474,1993,85,10.1,57,"Drama",3.9
21647,1943,120,13.1,264,"Drama",4.3
29400,2002,155,15.4,94,"Drama",3.1
52513,1995,87,9,391,"Drama",4.3
13740,1998,68,14.1,19,"Documentary",8.1
26776,1973,87,15.6,34,"Drama",1.9
38153,1954,80,12.3,15,"Comedy",8.9
16726,1991,90,16.4,13,"Drama",3.3
48002,1972,99,12.6,24,"Drama",4.3
58533,1994,NA,9.5,8,"Comedy",4.5
34915,1984,107,10.4,6,"Action",3.8
57193,1975,79,16.3,9,"Comedy",8.1
30080,1999,100,12.8,172,"Action",3.6
32271,1999,125,10.4,1194,"Drama",3.4
34803,1951,79,12.6,7,"Comedy",8
17438,1990,80,11.9,1840,"Action",8.4
3043,1985,128,6.2,48,"Action",4.3
41230,1988,6,12.9,14,"Animation",7.5
17585,2005,98,16.1,1712,"Comedy",2.3
33504,1999,98,10,2696,"Comedy",3
54248,1951,83,6.8,12,"Drama",6.3
5301,1932,7,13,14,"Animation",7.7
39166,1998,90,18.3,45,"Documentary",8.1
9469,1939,65,14.1,17,"Comedy",8.4
9915,1981,114,7.5,169,"Drama",3.5
47447,1956,99,8.4,84,"Drama",3.8
26321,2002,9,10.5,46,"Comedy",7.4
18366,1996,9,14.5,21,"Drama",8.3
25274,2000,9,10.6,26,"Animation",3.2
33096,1940,10,10.3,12,"Documentary",8
36413,1984,95,11.1,1387,"Action",5.5
20790,1993,85,19,22,"Action",7.8
5009,1960,72,14.3,369,"Comedy",7.6
39044,1989,81,13.1,625,"Comedy",8.2
2553,2000,28,15.9,8,"Short",8
45889,1998,89,12,1046,"Drama",5.5
6271,1946,72,16.8,40,"Comedy",8.3
6155,2001,100,10.3,16,"Action",4.2
35392,1976,86,9.8,43,"Documentary",8.8
28607,1991,95,11.2,7505,"Comedy",3.2
14896,1985,82,14,14,"Action",8
7279,1950,7,18.8,18,"Animation",8.8
54736,2005,135,12.7,37,"Drama",4.5
46473,1989,108,7.3,1104,"Comedy",3.4
48252,1950,10,12.2,6,"Documentary",8.6
10011,1944,137,19.5,862,"Drama",4.4
34912,1981,90,13.6,16,"Comedy",7.7
5878,1970,83,12.7,11,"Action",4.8
32362,1990,53,12.5,5,"Documentary",8.3
41351,1934,89,9.6,31,"Comedy",2.7
33988,2002,NA,9.7,68,"Drama",4.3
36893,1978,90,13.4,122,"Action",4
34744,1909,4,7.8,15,"Comedy",7.9
50933,1940,110,8.9,6,"Comedy",3.5
21931,1980,97,10.8,274,"Action",2.7
28249,1971,89,6.4,5,"Action",2.5
17256,1960,7,15.5,31,"Animation",8.7
43290,1933,53,9.8,101,"Romance",3
44996,1982,81,12.3,12,"Comedy",8.2
52784,1942,99,10.9,180,"Comedy",2.4
57468,1958,83,14.4,6,"Action",3.5
12442,2004,141,13.7,850,"Drama",4
16097,1911,17,17.3,13,"Drama",7.4
33692,1992,100,13.9,6,"Drama",4.5
15880,1973,116,10.9,708,"Action",4.8
39722,1939,16,9.2,7,"Animation",5.3
38592,2004,11,14.2,8,"Comedy",8.1
3095,2003,90,15.4,17,"Drama",4.2
26688,2002,13,10.9,11,"Comedy",7.3
54700,1992,NA,11,9,"Drama",5.8
20850,1997,116,14.8,117,"Action",2.7
48878,2002,54,5.8,20,"Documentary",4.7
8693,2004,90,10.9,13,"Drama",3.1
32394,2002,95,11.6,52,"Action",3.6
53661,1977,119,16.6,489,"Drama",3.7
14667,1992,96,11.5,50,"Action",3
32336,1948,90,13.5,6,"Drama",4.3
32890,1983,114,18.3,5,"Drama",5.3
9056,1993,90,12.5,23,"Action",3.7
56318,1993,118,16.3,70,"Comedy",8.5
55560,2004,107,8.7,6,"Action",3.5
45357,1947,123,9.1,182,"Drama",2.8
44986,1989,106,9.9,971,"Drama",4.9
14318,2003,75,13.6,12,"Comedy",7.8
14561,1998,2,3.7,9,"Animation",4.4
53736,1963,120,10.1,200,"Action",3.3
23776,1991,97,14,35,"Action",5.1
19471,1969,105,5.4,24,"Drama",3
22171,1978,93,7.5,213,"Comedy",3.9
34834,1971,110,14.5,32,"Comedy",8.6
10227,1990,251,9,13,"Documentary",3.1
1580,1998,17,10.2,69,"Short",8.1
11109,1939,91,14.3,52,"Comedy",7.6
50638,1989,89,11.6,41,"Drama",4.1
1409,1980,88,13.6,23369,"Comedy",8.2
55546,1964,100,13.9,143,"Drama",2.7
12219,1957,71,15.8,12,"Drama",5.8
14450,1992,111,15,73,"Action",4.8
24961,1989,95,14,315,"Drama",3.8
58312,1984,90,14.3,11,"Comedy",4.8
19728,1941,67,12.4,60,"Drama",3.2
50201,2004,111,12.2,97,"Action",2.7
23810,1999,91,12.6,15,"Drama",3.1
4351,1938,70,11.5,17,"Action",6.1
12330,1972,94,10.8,15,"Action",3.1
51381,2002,78,9,72,"Documentary",7.9
13535,2003,114,15,102,"Drama",3.5
35010,1961,73,11,7,"Drama",3.5
4586,1953,90,12.4,158,"Drama",4.9
43209,1985,90,8.5,17,"Drama",4.4
13757,1996,110,13.1,18,"Action",5.2
27270,1980,152,17.1,31,"Drama",4
53588,1991,90,12.2,11,"Drama",4.7
24948,1951,NA,12.7,7,"Drama",5.1
3893,1934,76,12.9,98,"Comedy",4.4
7475,1966,75,7.4,7,"Comedy",6
21748,1994,100,10.5,172,"Comedy",8.5
34663,1997,99,12.3,4637,"Action",7.5
43101,1994,96,8.9,102,"Action",3.5
15251,1990,80,10.4,40,"Action",5
57028,1946,83,12.3,9,"Drama",5.7
10981,1962,85,9.7,41,"Drama",3.5
50832,2001,70,14.5,48,"Drama",3.6
37445,1999,89,6.9,26134,"Comedy",2.9
45338,1958,97,7.4,14,"Action",4.2
54418,1980,90,11.4,124,"Drama",3.9
32122,1996,108,13.1,33,"Action",3.9
39322,1956,83,6.8,137,"Drama",4.3
48448,1998,93,12.3,4311,"Action",4.3
42162,1940,72,14.8,62,"Comedy",3.6
2853,2003,127,11.8,559,"Comedy",3.6
49891,2002,55,11.5,16,"Documentary",7.8
32473,1929,70,18.2,6,"Drama",3.6
38274,1968,NA,12.2,6,"Action",4.8
21000,2000,102,16.3,102,"Drama",4.2
41063,1993,NA,14.2,45,"Romance",3.7
21615,1973,91,17.1,5,"Action",8.1
9727,2003,7,9.8,13,"Animation",8.4
23543,1914,55,12.2,17,"Drama",4
31909,2003,110,10.7,4231,"Action",4.7
13059,1984,103,12.6,19,"Drama",3.7
36991,1941,7,10.7,24,"Animation",8
29932,1986,95,10.7,23,"Drama",4.9
36740,1968,89,17.6,5,"Comedy",8
1783,2002,108,13.6,51,"Documentary",8.3
56860,1943,76,13.8,21,"Action",1.5
7844,1941,50,12.4,23,"Drama",4.5
25127,1999,90,16.6,31,"Comedy",8.4
47243,1971,102,6.4,232,"Comedy",4
14146,1943,NA,8.3,62,"Comedy",7.7
44158,1991,91,8.5,459,"Action",3
34431,1943,104,7.2,345,"Comedy",1.9
35717,1964,90,8.4,40,"Comedy",1.5
25093,2003,20,5.8,10,"Short",7.8
46742,1989,97,12.3,59,"Comedy",8.2
44359,1942,108,5.1,1952,"Romance",3.9
58728,1979,98,13.1,575,"Drama",4.2
46264,1998,104,9.6,246,"Action",3.7
50845,1961,83,15.5,32,"Action",4.1
41410,2004,120,8,53,"Action",4.1
